A	外表,裝潢,新穎,/,廁所,老舊,/,櫃檯,人員,態度,很好,/,不過,沒有,詳細,說明,等候,時間,可以,先去,2,樓,坐,著,等,/,結果,我,就,傻傻的,加價住,貴,的,房型,/,有點,傻眼,
B	有,重新,裝潢,過,/,客房,裡面,較,現代,化,/,房間,小而,溫馨,/,電視,超大,/,但是,但是,不,知道,是不是,每一間,翻修,過的,房型,都,離,櫃檯,很近,/,感覺,隔音,有點,不好,
B	服務,很不錯,/,讓,我們,提前,入房,/,位置,離捷,運站,很,近,/,附近,又,有,7,/,11,/,美食,也,挺,多,選擇,
B	溫泉,品質,佳,
A	重新,裝潢,後,還不錯,
A	泡湯,988,房型,超級,小,/,而且,天花板,離地,大概,2,/,1m,而已,/,整個,很,壓迫,/,蓮蓬頭,的,水,也,很小,/,整體,而言,偏差,/,多,的,一顆,心給,下午茶,/,雖然,不,好吃,/,但有,準備,算,有心,/,
B	溫泉,很棒,/,但午,晚茶,還好,/,
B	整體,還不錯,/,泡,完湯,還有,點心,可以,吃,/,只是,浴缸,太高,了,感覺,爬,不出,來,/,
B	整體,來,說,都,蠻,好,的,/,離捷,運站,很,近,/,下次,還會,再,來,住,/,
B	現場,等候,進房,/,櫃檯,人員,態度,尚可,/,溫泉,狀態,佳,/,但,房內,隔音,效果,較,差,聽,得到,其他,聲響,
B	新,改裝,/,CP,值高,/,溫,泉水,質,很好,/,服務,人員,親切,
B	不錯,的,體驗,
A	泡,湯後有,下午茶,可,吃,/,可,自己,做,鬆,餅,吃,/,挺,有趣,的,/,
A	浴室,通風,系統,管路,疑似,與,他,樓層,相通,/,以致,於,濃濃煙味,四,竄,/,受煙害,肆虐,一夜,/,對,不,抽菸,的,人來,說,真的,非常,痛苦,/,禁煙,管理,有待,加強,/,
A	一個,只,適合,做,下午茶,方案,的,溫泉,飯店,/,因為,使用,台北,GO,/,方案,訂,了,3980,庭園觀,景房,/,扣掉,補助,剩,2980,/,但是,庭園觀,景房,是,你,噪音,的,來源,/,我,是,週一,平日,入住,/,很,重要,說,3,遍,/,吵到,我,都,還沒,退房,寫,評論,/,住,在,3,樓,櫃台,房,/,你,可以,聽到,旁邊,7,/,11,下貨,的,聲音,/,房間,靠近,馬,路邊,/,各式各樣,的,汽機,車惱,人,的,改裝,引擎,聲,你,都,聽,的,到,/,房間,充滿,KTV,味,/,買,一罐,空氣,除臭,劑,這麼,難,嗎,/,自己,幸好,有帶,酒精,精油,噴霧,/,真的,不太,適合,住,一晚,/,比較,適合,你,玩,兩個,小時,/,隔音,效果,差,你,不能,想像,/,隔音,很差,很差,很差,/,說,3,遍,很,重要,/,你,還聽,的,到,一樓,停車場,關車門,的,聲音,/,
B	有用,心,/,
B	天氣,冷泡,個湯,ok,
B	Cp,值高,/,
A	沒有,提早,告知,超時,收費,標準,/,而且,是,因為,電梯,/,跟前,一位,客人,退房,太慢,/,導致,我們,超時,/,然後,一樣,跟,我們,收費,/,服務,真爛,
B	太棒了,/,cp,值,超高,喔,/,
B	優質,好,店家,/,親民,乾淨,/,
A	房間,泡湯,兩,小時,附贈,午晚,茶,吃到,飽,/,風景,不錯,/,但,點心,選擇,性,不多,有點,失望,/,
A	3,/,14,晚上,訂房,/,有,送,兩張,免費,餐卷,/,到,櫃台,/,小姐,/,房間,/,正在,/,打掃,請,先去,2,樓,使用,自助,吧,等候,房間,/,等,了,約,一小,時,真的,覺得,太久,/,跑,回,櫃檯,詢問,櫃台,小姐,/,櫃檯,小姐,才,說,/,大概,/,還要,再一,小時,/,我,/,真的,太久,了,沒辦法,等,我,需要,退房,/,櫃檯,小姐,/,那,房間,送,的,餐卷,一張,是,299,元,/,兩人要,收,598,元,/,我,/,我們,一,個人,完全,沒,用餐,另一個,人,只,吃,一塊,麵包,/,這樣,要,跟,我,收,598,/,櫃檯,小姐,/,說,那,你,要,把,票,卷環,我,才能,退費,/,我,/,問題,是,一下,進,餐廳,還沒,用餐,/,餐廳,阿姨,就,把,票,卷,收走,換成,兩個,空盤,/,空盤,上,完全,沒有,放過,食物,也,沒,使用,過,/,櫃檯,小姐,/,那,沒辦法,/,還是,要收,598,元,/,不然,你,先去,餐廳,等,一下,/,我,叫,房務,/,先,/,幫,你們,收,/,此時,小姐,一直,引導,你,繼續,等,也,不願,透露,等候,時間,/,我,/,那大,概,還要,多久,/,小姐,/,大概,30,分鐘,左右,/,我,/,妳,們,一,開始,應該,就,跟,客人,說,整理,房間,要,多久,時間,/,一直,引導,到,餐廳,騙到,餐卷,錢,/,誰,會,來,只花,299,元買,一個,沒,提供,什麼,餐點,的,地方,用餐,/,櫃檯,小姐,竟然,說,/,你,也,沒問,啊,/,我,想,說,你們,用餐,不會,那麼,快,/,竟然,反怪,客人,沒先問,/,然後,竟然,用,她,自己,角度,想,說,/,我,/,妳,一,開始,說,/,正在,/,打掃,/,後面,追問,妳,才,說,/,還要,再一,小時,/,跟,妳,反應,後,妳,才,說,/,先幫,你,打掃,/,代表,一,開始,根本,還沒,開始,打掃,不,就是,欺騙,我們,/,我,沒問,是,因為,正常,理解,已經,正在,打掃,頂多,30,分鐘,左右,吧,/,才,不,追問,/,開始,反怪,我們,自己,沒問,/,我,以前,常來,這間,嘉賓閣,/,至,從,今天,的,服務,態度,還有,這種,餐費,你們,也,敢收,的,下去,/,祝,你們,生意,興隆,/,我會,考慮,附近,其他,溫泉,旅館,的,/,
A	一般,水準,的,旅館,/,枕頭,與,床,墊,支撐,力,不足,/,隔音,不太好,/,但是,距離,北投,各景點,很,近,/,價格,可,接受,/,
A	一,開始,現場,預約,櫃檯,女,店員,也,沒,說,要,等,多久,/,一個,多,小時,後,來,問說,還要,一個,半,/,兩,小時,/,一個,半,小時,過後再問,又,要,一個,小時,/,總共,等,了,三個,多,小時,/,浴缸,設計,也,不良,/,還有,菸,味,跟,不,知名,的,頭髮,/,除了,便宜,點,之外,沒,別的,好處,
A	還,Ok,的,溫泉,湯屋,/,分,大小,池,/,但,小池,也,泡,過大,一點,的,小池,/,如,他人,review,/,內寫,的,/,有點,憑,運氣,/,第一次,花,1388,/,2hr,/,平日,泡大池,/,池子,確實,滿意,/,房間,內,到處,可見,改裝,後,的,小,痕跡,/,算,乾淨,但,有點,老舊,/,供餐,到,21,/,00,/,因此,晚上,來,泡,湯是,吃,不到,的,/,
A	不貴,/,還,可以,/,
B	旅館,位置,/,嘉賓閣,位於,北投,公園,旁,/,離,附近,商店,街,與,捷運站,/,走路,約,2,分鐘,/,非常,方便,/,旅館,價錢,/,本次,使用,狗麻吉,優惠,入住,/,價錢,比,周遭,旅館,便宜,很多,/,停車,問題,/,其一,樓,整區,為,室,內,停車場,與,電梯,口,/,入住,時會,由,停車場,服務,人員,泊車,/,並,代管,鑰匙,/,住宿,空間,/,此次,入住,標準,雙人,房型,/,整體,空間,還能,接受,/,房內,無意,味,也,乾淨,/,燈光,浪漫,柔和,/,情調,不錯,/,中等,面積,的,無中,框大,窗戶,/,高處,夜景,美不勝收,/,床鋪,軟,硬度,/,依,個人,感覺,為,適中,偏軟,的,質感,/,身體,躺,著,極為,放鬆,/,浴室,裡轉,為,明亮,無壓力,的,空間,/,惟,盥洗,空間,設計,有點,不良,/,其,石造,浴缸,除了,只能,一人,泡澡,外,/,亦,因其,浴缸,側壁,過高,/,而蓮蓬頭,位於,石造,浴缸,內,/,若得,盥洗,/,必要,跨過,那過,高,的,浴缸,側壁,/,才能,使用,/,實在,不便,且,有點,危險,/,美中不足,/,總體,評價,/,此,旅館,老少咸宜,/,捷運站,/,商店,街,等,機能,非常,方便,/,若,無,優惠,一般,價格,也,是,平實,可,接受,的,範圍,/,房內,惟,浴室,空間,設計,不佳扣,一顆,星,/,其它,部分,cp,值則,為,中等,偏高,/,是,可以,考慮,嚐,鮮,或,再次,入住,的,好,選擇,/,
A	我勒個,去,/,它,得到,一顆,星,/,因為,你,不能,選擇,零星,/,與,我,住,在,台灣,的,所有,令人,驚嘆,的,三星,級,酒店,相比,價格,昂貴,/,房間,聞起,來,像,一個,廉價,的,妓女,整夜,吸煙,/,可怕,的,性別,酒店,和,我,甚至,沒有,使用,的,溫泉,/,因為,我,不,知道,有,多少,人去過,那裡,/,誰,清理,過它,/,如果,你,留下,來,/,你,會,得到,一個,安全套,/,密封,看起,來,像,漏水,/,Brakefast,還,可以,/,
B	舒服,/,
B	很棒,/,
B	非常,好,/,
B	附有,停車場,的,溫泉,會館,/,設備,就,房間,內大,浴缸,那樣,正常,泡澡,/,附有,供餐,可以,在,泡,完後去,使用,/,也,可以,泡澡,前,使用,/,
B	其實,還不錯,/,不過,等待,區跟,櫃檯,是,分開,來,的,/,第一次,來會,有些,搞不清楚,/,純泡湯,沒有,住宿,/,所以,房間,只有,短暫,停留,/,感覺,還,OK,/,有,下午茶,/,鬆,餅,DIY,/,算,CP,值,取向,的,店家,/,
A	房間,還,可以,/,只是,用餐,沒有,那麼,好,/,東西,相識度,偏多,/,早上,與,下午茶,來,說,/,早餐,比較,好,/,
B	酥服,/,
B	這裡,的,服務,令人,感到,滿意,/,泡湯,完,還有,好吃,的,下午茶,甜點,
B	很棒,/,
B	氣氛,溫馨,/,環境,清幽,/,經典,白湯,/,櫃檯,小姐,很,有,氣質,喔,/,
B	泡湯,好,去,處,
A	此次,花,了,2600,多,入住,/,602,/,房,/,很,不,ok,/,杯子,/,電,熱水瓶,/,應該,許久,沒,碰,了,吧,/,灰塵,/,浴池,也,太小,了,吧,/,
B	看得出,來,有,歲月,的,痕跡,
B	悠閒,的,下午茶,/,舒適,的,泡,湯區,
B	價格,便宜,/,有,下午茶,吃到,飽,還行,/,房間,大,/,浴缸,小,
A	在,klook,上,看到,他們,的,廣告,文案,/,想,打電話,來,預約,打,了,好幾,次,都,打,不通,/,後,來,我們,決定,隔天,直接,去,/,去,到,現場,/,櫃檯,在,三樓,/,且,很小,/,給了,我,號碼牌,說,要,等,半,小時,/,服務,也,是,沒,很好,/,在,二樓,到,待區,/,等,了,不到,十分,鐘就,叫號,/,到,櫃檯,/,說,Klook,要,上面,先買票,/,我,一看,價格,只,差八塊,台幣,/,988,元,/,klook,/,980,元,/,就,直接,現場,購買,/,上去,之後,發現,房間,/,超舊,/,超小,/,浴缸,一,個人,都,小,更,何況,我們,兩位,/,立刻,回到,三樓,櫃檯,提出,換房,/,他,告知,要,一千,六百多,吧,/,可以,加大,房間,/,剛好,那個,房間,就,在,櫃檯,隔壁,所以,讓,我們,看,了,一下,/,有,重新,裝潢,/,房間,稍大,/,但是,浴缸,也,很小,/,我們,直接,退費,去,隔壁家,了,/,我,覺得,根本,仗,著有,不,怎樣,的,下午茶,/,使用,時間,兩,小時,來,吸引,貪,小便宜,的,顧客,/,實質,上,品質,真的,很差,/,我後來,去,隔壁,隔壁,隔壁家,/,價格,一千五百多,/,房間,又,大,又,新,/,雖然,沒,下午茶,使用,時間,一個,半,/,但是,也夠,了,/,
B	嘉賓閣,溫泉,會館,/,渡假,好,地方,/,泡泡,溫泉,放鬆,一下,身心,的,疲憊,/,
B	人員,服務,親切,/,環境,不錯,
B	博物館,/,
B	溫泉,還不錯,/,空調,舒適,/,房間,寬敞,/,餐廳,的,服務,人員,非常,客氣,/,很,喜歡,/,謝謝,/,
A	還沒,去過,/,
B	價位,便宜,/,服務,優質,/,下午茶,不,喜歡,
B	早餐,不錯,/,味道,好好,/,
B	高雅,實惠,/,泡湯,附,下午茶,/,有,專用,停車位,/,房間,電話,沒有,操作,說明,/,空調,開關,沒,標示,/,花,了,一些,時間,才,找到,/,有空,還會,再,去,光臨,
A	房間,訂,2599,但,實際,到,現場,浴缸,超小老舊,/,所以,加價到,3199,換了,這個,重新,裝潢,的,/,兩,個人,身高,180,跟,173,泡湯,還算,舒適,/,腳,都,可以,伸直,/,但,沒有,房間,確實,小,很多,/,也,沒有,小桌子,可以,使用,
B	交通,方便,/,
B	離捷,運站,近,/,還有,下午茶,/,不錯,/,
B	湯質,不錯,/,還有,代客,泊車,/,晚鳥,CP,值,很,高,
B	乾淨,舒適,/,整體,來,說,不錯,
B	北投,溫泉,地區,算是,不錯,的,溫泉,飯店,/,不是,很大,的,房間,/,但有,很棒,的,享受,/,
B	勉強,接受,/,
B	舒適,/,乾淨,/,整潔,的,環境,/,是,冬天,必來,泡,湯之處,/,泡,完湯,還能,吃,非常,好吃,的,下午茶,/,是給,自己,與,家人,休閒,/,放鬆,的,好,地方,/,真的,覺得,嘉賓閣,CP,值,超高,的,非常,值得,推薦,/,
B	不錯,/,下次,還會,去,
A	服務,人員,態度,都,很好,/,訂,3,人房,平日,3980,/,住,706,/,隔音,差是,客氣,的,批評,/,乖聲,很多,/,隔,壁上,廁所,/,小孩,吵鬧,都,聽,的,到,/,路上,車子,的,聲音,更是,讓,你,整夜,不,眛,/,泡湯,可以,/,睡覺,/,不要,了,吧,/,還有,/,床頭櫃,沒,插座,/,電視,旁,有,鬆,掉,的,不能,通電,插座,/,櫃子,打開,有,電線,外露,的,電箱,/,破損,的,木板,/,發霉補,漆,的,天花板,/,差不多,這樣,/,
B	泡湯,好,選擇,/,下午茶,美味,/,推薦,給,大家,
B	初次,造訪,/,建築,整體,比,預想,中,的,好,/,設備,看起,來,使用,有段,時間,了,/,但,還蠻,乾淨,/,工作,人員,服務,親切,/,下午茶,區的,工作,人員,雖然,只有,一位,阿姨,/,忙,綠,也,不,忘,親切,/,有著,舒服,的,體驗,/,超棒,/,餐點,簡單,/,量,也,蠻,多,的,/,會,適時,補足,/,唯一,缺憾,是,/,冰淇淋,太硬,了,/,不好,挖取,/,訂房,附,早餐,/,工作,人員,精神,飽滿,又,親切,/,用餐,起來,格外,舒心,/,中式,餐點,偏多,/,蔬菜,新鮮,/,補餐,迅速,/,不管,幾點,抵達,/,都,能,吃到,每個,口味,/,西式,僅有,吐司,可用,/,覺得,可惜,/,房間,內,就,能,泡湯,/,想泡,幾次,都,很,ok,/,湯池,看似,小,但,腳,還能,伸直,泡,/,超,舒服,的,硫磺泉,/,離新,北投,捷運,很,近,/,下次,還想,造訪,/,
B	旅行,中,的,良宿,/,CP,值,頗,高,的,溫泉,旅店,/,位處,絶,佳,地點,/,從陽台,可觀,賞到,生態,公園,及,圖書館,美景,/,住宿,的,溫,泉水,質,優純度,高,/,值得,再度,回訪,/,美中不足,的,是,/,下午茶,餐點,精緻,度略顯,不足,/,沒有,令人,印象,的,味道,/,
A	連一星,都,不想,給,/,住,到,3,樓,的,真的,三思,/,入住,當天,/,事先,有,打電話,詢問,是否,有,停車場,or,停車格,/,服務,人員,當時,說,有,帶,客泊車,/,到,了,現場,說,沒車位,/,叫,我們,去,外面,停,/,停,比較,遠,還要,自己,停,就算,了,/,還要,停車費,/,重點,是,/,跟,電話,講的,不,一樣,/,女,服務,人員,說,/,因為,打電話,詢問,的,時候,還有,車位,/,到,現場,的,時候,沒有,/,然後,沒有,提前,告知,還推給,晚班,的,/,我,就,很傻,眼,/,我們,總共,Vip,兩間,/,4599,兩間,/,憑什麼,連車位,都,沒有,/,再來,3,樓,Vip,房型,比,一般,雙人,套房,的,房型,還要,小,/,我,真的,不,知道,花快,5000,去,住,一個,比,一般,套房,還小,的,意義,何在,/,房間,放完,東西,基本上,沒,位置,/,我們,訂,了,四間,/,就,3,樓,vip,比,8,樓,vip,跟,一般,套房,還要,小超,多,/,再者,/,男經理,的,態度,極差,/,處理,事情,的,方式,就是,/,你,要,嘛,住,/,要,嘛,就,不要,住,全額,退費,/,反正,沒有,遇過,這麼,小,的,房間,/,而且,還花,了,快,五千,塊還,不含,停車位,/,吵,了,整晚,基本上,也,沒,休息,到,/,最後,也,只能,自認,雖,小,/,可能,他們,店,的,vip,跟,我,所,認知,的,vip,不,一樣,吧,呵呵,
B	這兩個,月,好像,有,新,的,房型,/,蠻大,的,很,舒適,/,適合,情侶,及,夫妻,/,早餐,地瓜,稀飯,好吃,/,下午茶,的,鬆,餅,DIY,超,有趣,的,/,服務,人員,態度,也,都,不錯,/,在,新,北投,區算,CP,值極,高,的,溫泉,旅館,啦,/,
A	/,溫,/,泉,/,還好,天氣,/,還,不算,太冷,/,餐點,不要,期待,就,不會,受傷,害,
B	停車,要,留,鑰匙,/,泡湯,還不錯,/,價格,也,可以,/,房間,還算,不錯,
A	是,我,住過,隔音,最差,的,旅館,/,整夜,的,房務人,打掃,聲,/,房客,談話,關門聲,等,嚇醒,多次,/,誇張,至極,/,房間,內,奇怪,的,廉價,芳香,劑,混和,著多種,怪味,/,開窗,一小,時,也,不散,/,假日,4599,的,價格,/,品質,太差,
A	很晚,才,入住,/,雖然,有,便宜,價格,/,可是,安排,了,一個,不是,很,舒適,的,房間,/,房間,的,壁紙,都,脫落,了,還有,很重,的,潮濕,味,/,感覺,很,失落,/,
B	高,CP,值,/,
B	整體,上,都,還不錯,/,只,可惜,室,內,網路,收訊,頗,差,/,店家,提供,的,WIFI,也,不是,很,穩定,
B	捷運站,附近,
A	電視,上小燈關,了,/,還會,一閃,一閃,/,隔音,超差,/,隔壁,一直,開開,關關,打掃,/,從,晚上,到,早上,都,有人,在,打掃,/,根本,無法,好好,休息,
A	設備,還蠻,不錯,
B	住宿,休息,泡,溫泉,不錯,的,地方,/,午晚,茶任,你,享用,/,
B	女友,/,推薦,/,帶,我,來,/,第一次,泡,雅,緻,房,/,第二次,泡庭園,房,/,部分,新,裝潢,房間,/,很棒,欸,/,想來,泡湯,的,推薦,一個,/,還有,下午茶,/,Cp,值不賴,
A	1,/,為,新,北投,溫泉,區老,飯店,/,設備,不新,/,整齊,/,清潔,度,不一,/,浴缸,大,/,小要,看,運氣,/,時常,看到,裂縫,與,髒,污,/,濕氣重,/,霉味,重,/,而且,常有,前面,房客,的,垃圾,/,無言,/,2,/,二人,泡湯,房間,/,有,分大,/,小,浴缸,分別,/,價格,不同,/,一次,二,小時,/,小孩,要,加價,/,平日,有,優惠,價,/,還算,可以,/,假日,恢,復,原價,/,就,沒,那個,價值,了,/,附近,很多,溫泉,旅店,可以,選擇,/,更新,/,1,/,近日,前往,/,一家,三口,/,而且,小孩,也,有,多付,費,/,卻,不同,以往,/,給,比較,適合,家庭,的,房間,/,竟然,給全樓,層裡,/,最小,間,/,的,房間,/,前面,的,其他,二人,情侶,/,反而,給大間,房間,/,我們,在,正,後方,有,聽到,/,而且,現在,是,炎夏,/,不是,泡湯,旺季,/,並,沒有,滿房,喔,/,顯然,櫃臺,人員,隨意,安排,房間,/,而,無視,我們,是,一家,三口,/,而且,有,多付,費,/,2,/,靠近,安全梯,/,的極,小房,間,/,有,一面,竟然,是,木板,隔間,/,電視,遙控,器還,故障,/,只有,二張,非常,小,的,凳子,/,連,孩子,都,覺得,怎麼,給,這麼,小,/,這麼,差,的,房間,/,還,不如,去,附近,的,平價,湯屋,/,3,/,儘管,櫃臺,小姐,大小,眼,/,讓,我們,很,失望,/,所幸,點心,部門,的,服務,員,還是,一樣,貼心,/,熱心,/,讓,人,稍感,安慰,/,2020,過,/,舊,曆,/,年,更新,/,1,/,新年,恢,復,原價位,/,而且,泡湯,只能,現場,領,號碼牌,候位,/,三樓,櫃臺,完全,無,位置,可供,等候,/,而且,無法,留,手機,等候,通知,/,需要,自己,打電話,回,櫃臺,詢問,目前,號碼,到,哪裡,/,2,/,意思,就是,/,可以,先去,外面,逛逛,/,可是,要,一直,常常,/,隨時,打電話,回,櫃臺,問,號碼,到,了,沒,/,過號,就,沒,了,/,3,/,不像,有些,餐廳,/,飯店,是,服務,人員,會,電話,通知,號碼,即將,到,/,嘉賓閣,這點,真的,非常,/,不,貼心,/,而且,/,說,實在,話,/,此,飯店,已經,設備,/,裝潢,老舊,/,浴缸,品質,良莠不一,/,房間,品質,常常,要,/,碰,運氣,/,過年,恢,復,原價,/,其實,已經,沒什麼,競爭,性,了,/,4,/,於是,/,最後,我們,寧可,再多,花,一些,費用,/,到,附近,/,等級,較,高,/,的,溫泉,飯店,泡湯,/,有,/,大廳,/,可以,稍,做,休息,等候,/,而且,櫃臺,小姐,會,時常,提醒,/,通知,/,房間,品質,也,比較,好,/,乾淨,/,優質,/,浴缸,大,/,家人,全體,都,更,開心,/,5,/,所以,/,真的,不必,執著,於,以往,習慣,的,飯店,/,有時,也,會,讓,人,失望,的,啊,/,枉費,我們,以前,還跟,許多,親友,推薦,/,以後,/,還是,附近,多問,/,多,比較,/,多,體驗,幾家,/,溫泉,旅店,密集,/,其實,很,競爭,/,更能,找到,適合,自己,和,家人,的,/,泡湯,/,溫泉,飯店,/,
B	很棒,/,
B	有,吃,有的,泡,/,價位,合理,
A	房間,還不錯,/,但是,浴缸,太深,了,/,腿短,有點,痛苦,w,/,冷氣,也,太強,了,/,已經,用到,最小,還是,很,冷,
B	泡,溫泉,的,好,地方,
B	設施,完善,
B	浴缸,有點,高,/,對,腿短,要,爬,進去,的,人,有點,危險,
A	真心,建議,大家,/,除非,是,一,個人,來,泡湯,/,絕對,不要,泡,最,便宜,的,湯房,/,1088,/,之前,泡,別的,房型,覺得,還,可以,/,這次,平常,日來,也,沒有,其他,房型,的,選擇,/,用,klook,買卷,居然,也,被,拒絕,使用,/,那,幹嘛,還賣,/,這次,泡,這個,房型,真的,超級,糟糕,的,/,湯池,超級,小,/,只能,一個,一,個人,泡,/,而且,蓮蓬頭,的,水,也,超小,/,熱水,等,超久,/,很,沒有,品質,/,總之,/,兩顆,星送,給還,可以,的,溫,泉水,
B	服務,超好,/,有機,會,再,來,光顧,
A	2021,/,4,/,7,/,這次,住,的,是,平日,/,2799,的,嘉賓,雙人房,房型,/,看得出,是,舊,建築,重新,整修,過的,/,且,整修,的,不是,很好,/,有個,最大,的,問題,是,/,蓮蓬頭,在,溫泉,池內,/,意,即要,先,洗完,澡,才能,開始,放溫,泉水,/,不能,洗好,馬上,就,泡,溫泉,/,空調,的,聲音,很大,/,浴室,抽風,的,聲音,更大,/,無法,好好,享受,泡湯,/,房間,插座,不多,/,床頭,兩側,居然,都,沒有,插座,/,最好,自備,延長,線,/,吹風機,是,達,新牌,的,小支,吹風機,/,建議,可自備,/,1F,是,停車場,/,3F,才,是,check,/,in,櫃檯,/,蠻特,別的,設計,/,隔音,不太好,/,唯一,的,好處,是,價格,親民,/,算起,來,CP,值,還行,/,有,附,下午茶,及早,餐,/,有,停車場,/,還不錯,
B	每晚,兩頓,飯,/,
A	泡湯,還可,/,下午茶,太,簡單,了,/,且,都,是,甜點,/,
B	整體,感覺,很棒,很,舒適,/,可以,一大早,看到,對面,公園,以及,北投,圖書館,/,是,一家,CP,值,很,高,的,溫泉,會館,
B	出差,台北,的,好,選擇,
B	冷氣,好強,ㄟ,/,但,服務,態度,都,很好,餒,
A	服務,態度,/,超差,/,超差,/,超差,/,溫泉,季,欺騙,欺騙,消費者,說,可以,星期,日用,卷,/,結果,只能,平日,/,電話,及,櫃檯,服務,都,/,超差,/,超差,/,超差,/,消費者,跟,嘉賓閣,買,卷,/,要,小心,/,不要,再,被,騙,了,
B	房間,乾淨,整齊,/,下午茶,餐點,普通,/,停車,方便,/,但是,電梯,不好,等,
B	房間,剛好,面向,公園,/,景色,很好,/,下午茶,提供,到,晚上,9,點,
A	1,/,房間,感覺,滿老舊,的,/,生,鏽,的,生,鏽,/,打掃,的,也,不是,很,乾淨,/,茶壺,上,都,灰塵,/,電視,剛,打開,的,時候,還,一直,閃黑,/,睡前,發現,茶壺,上,的,燈,也,是,快,壞,了,一直,閃,/,我住,601,/,2,/,下午茶,竟然,沒有,碗,/,只能,用,咖啡杯,盛稀飯,/,餐具,也,都,是,塑膠,一次性,的,/,3,/,唯一,的,優點,就是,服務,態度,都,不錯,
B	想要,小禮物,
A	價格,親民,/,設備,普通,/,有,免費,下午茶,是,賣點,
B	非常,舒適,/,很棒,/,下午茶,很優,
B	1,/,泡,湯池,跟,淋浴,分開,使用,/,會,比較,好,/,2,/,電視,訊號,不,穩定,
A	普通,/,
B	房間,乾淨,/,服務,員,親切,/,下午茶,也,不錯,/,已經,二訪,了,/,
B	價格,親民,/,床,也,算,舒服,/,但,窗簾,超卡,一度,關不上,/,關上,瞬間,/,螺絲,還掉,下,/,業者,還是,應該,檢查,一下,基本,設備,/,
B	來,北投,泡湯,/,可選,這家,/,
B	二訪,/,服務,人員,親切,專業,/,喜歡,下午茶,的,鬆,餅,/,早餐,選擇,性,很多,吃,得很,飽,/,窗外,正對,圖書館,/,很美,/,最,喜歡,北投,的,溫泉,了,/,
B	乾淨,/,cp,值高,
B	很棒,的,旅館,
